         9281111 function calls (9273891 primitive calls) in 488.001 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       62    0.000    0.000    0.000    0.000 lazy.py:92(lazy)
        1    0.000    0.000    0.000    0.000 legendre.py:1790(Legendre)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.004    0.004 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
       66    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
       66    0.000    0.000    0.003    0.000 linecache.py:15(getline)
       66    0.000    0.000    0.003    0.000 linecache.py:37(getlines)
       22    0.000    0.000    0.000    0.000 linecache.py:53(checkcache)
        1    0.000    0.000    0.006    0.006 linecache.py:6(<module>)
        1    0.000    0.000    0.003    0.003 linecache.py:82(updatecache)
        1    0.000    0.000    0.000    0.000 list.py:1(<module>)
        1    0.000    0.000    0.000    0.000 list.py:12(SparseList)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 loader.py:76(__init__)
        2    0.000    0.000    0.000    0.000 locale.py:375(normalize)
        2    0.000    0.000    0.000    0.000 locale.py:458(_parse_localename)
        2    0.000    0.000    0.000    0.000 locale.py:561(getlocale)
        1    0.000    0.000    0.000    0.000 locale.py:627(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 lzma.py:37(LZMAFile)
        1    0.000    0.000    0.002    0.002 lzma.py:9(<module>)
        5    0.000    0.000    0.000    0.000 machar.py:100(<lambda>)
        1    0.001    0.001    0.010    0.010 machar.py:116(_do_init)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.010    0.010 machar.py:98(__init__)
        1    0.000    0.000    0.007    0.007 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:48(TestProgram)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 merge.py:1001(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 merge.py:1102(_AsOfMerge)
        1    0.000    0.000    0.001    0.001 merge.py:3(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:491(_MergeOperation)
        1    0.000    0.000    0.000    0.000 merge.py:61(MergeError)
        1    0.000    0.000    0.001    0.001 message.py:106(Message)
        1    0.000    0.000    0.000    0.000 message.py:1140(EmailMessage)
        1    0.000    0.000    0.036    0.036 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 message.py:946(MIMEPart)
       14    0.001    0.000    0.004    0.000 missing.py:119(_isnull_ndarraylike)
        1    0.000    0.000    0.000    0.000 missing.py:247(array_equivalent)
       14    0.000    0.000    0.004    0.000 missing.py:26(isnull)
        2    0.000    0.000    0.000    0.000 missing.py:3(<module>)
        4    0.000    0.000    0.000    0.000 missing.py:449(_interp_wrapper)
       14    0.000    0.000    0.004    0.000 missing.py:47(_isnull_new)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       19    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
       12    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
       12    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.001    0.001 moments.py:4(<module>)
        9    0.000    0.000    0.000    0.000 moments.py:457(_rolling_func)
        9    0.000    0.000    0.000    0.000 moments.py:674(_expanding_func)
        1    0.000    0.000    0.002    0.002 multi.py:3(<module>)
        1    0.000    0.000    0.001    0.001 multi.py:51(MultiIndex)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:21(<module>)
        1    0.000    0.000    0.001    0.001 nanops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nanops.py:32(set_use_bottleneck)
        1    0.000    0.000    0.000    0.000 nanops.py:42(disallow)
       11    0.000    0.000    0.000    0.000 nanops.py:44(__init__)
        2    0.000    0.000    0.000    0.000 nanops.py:446(_nanminmax)
       28    0.000    0.000    0.000    0.000 nanops.py:46(<genexpr>)
       11    0.000    0.000    0.000    0.000 nanops.py:52(__call__)
        1    0.000    0.000    0.000    0.000 nanops.py:75(bottleneck_switch)
        7    0.000    0.000    0.000    0.000 nanops.py:77(__init__)
        6    0.000    0.000    0.000    0.000 nanops.py:779(make_nancomp)
        7    0.000    0.000    0.000    0.000 nanops.py:81(__call__)
        1    0.000    0.000    0.000    0.000 normalize.py:4(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:110(NoseTester)
       19    0.000    0.000    0.000    0.000 nosetester.py:152(__init__)
       19    0.000    0.000    0.000    0.000 nosetester.py:518(_numpy_tester)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.003    0.003 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:104(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:40(BagObj)
        1    0.000    0.000    0.001    0.001 ntpath.py:6(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
        3    0.000    0.000    0.012    0.004 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:112(Int64Index)
       13    0.000    0.000    0.000    0.000 numeric.py:134(_convert_scalar_indexer)
        1    0.000    0.000    0.000    0.000 numeric.py:170(UInt64Index)
       13    0.000    0.000    0.040    0.003 numeric.py:1905(array_str)
        2    0.000    0.000    0.000    0.000 numeric.py:1942(set_string_function)
        1    0.000    0.000    0.000    0.000 numeric.py:21(NumericIndex)
        1    0.000    0.000    0.000    0.000 numeric.py:2365(identity)
        1    0.000    0.000    0.000    0.000 numeric.py:248(Float64Index)
        8    0.000    0.000    0.000    0.000 numeric.py:2667(seterr)
        8    0.000    0.000    0.000    0.000 numeric.py:2767(geterr)
        1    0.000    0.000    0.000    0.000 numeric.py:2992(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2997(errstate)
        1    0.000    0.000    0.000    0.000 numeric.py:30(__new__)
        4    0.000    0.000    0.000    0.000 numeric.py:3060(__init__)
        4    0.000    0.000    0.000    0.000 numeric.py:3064(__enter__)
        4    0.000    0.000    0.000    0.000 numeric.py:3069(__exit__)
        1    0.000    0.000    0.000    0.000 numeric.py:3075(_setdef)
        3    0.000    0.000    0.000    0.000 numeric.py:367(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:374(<listcomp>)
       57    0.000    0.000    0.001    0.000 numeric.py:463(asarray)
     1745    0.001    0.000    0.003    0.000 numeric.py:534(asanyarray)
        1    0.000    0.000    0.000    0.000 numeric.py:660(require)
        2    0.000    0.000    0.000    0.000 numeric.py:729(<genexpr>)
       53    0.000    0.000    0.000    0.000 numeric.py:75(is_all_dates)
        1    0.000    0.000    0.000    0.000 numeric.py:76(ComplexWarning)
        1    0.000    0.000    0.000    0.000 numerictypes.py:120(<listcomp>)
       72    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
       40    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
       14    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
       23    0.000    0.000    0.000    0.000 numerictypes.py:216(_evalname)
       26    0.000    0.000    0.000    0.000 numerictypes.py:229(bitname)
        1    0.000    0.000    0.000    0.000 numerictypes.py:285(_add_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:301(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:338(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:379(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:428(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:443(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:451(_set_array_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:765(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(_construct_lookups)
        1    0.000    0.000    0.003    0.003 numerictypes.py:82(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:957(_register_types)
        1    0.000    0.000    0.006    0.006 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsets.py:1009(<listcomp>)
       10    0.000    0.000    0.000    0.000 offsets.py:106(apply_index_wraps)
        1    0.000    0.000    0.000    0.000 offsets.py:1073(CustomBusinessHour)
        1    0.000    0.000    0.000    0.000 offsets.py:1103(MonthOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1114(MonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1142(MonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1167(SemiMonthOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1258(SemiMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:126(ApplyTypeError)
        1    0.000    0.000    0.000    0.000 offsets.py:131(CacheableOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1317(SemiMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:135(DateOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1375(BusinessMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1401(BusinessMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1439(CustomBusinessMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1499(CustomBusinessMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1560(Week)
        1    0.000    0.000    0.000    0.000 offsets.py:1645(WeekDay)
        8    0.000    0.000    0.000    0.000 offsets.py:1665(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsets.py:1668(WeekOfMonth)
        1    0.000    0.000    0.000    0.000 offsets.py:1765(LastWeekOfMonth)
        1    0.000    0.000    0.000    0.000 offsets.py:1845(QuarterOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1882(BQuarterEnd)
        7    0.000    0.000    0.000    0.000 offsets.py:191(__init__)
       13    0.000    0.000    0.000    0.000 offsets.py:1929(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsets.py:1933(BQuarterBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1969(QuarterEnd)
        7    0.000    0.000    0.000    0.000 offsets.py:197(_determine_offset)
        1    0.000    0.000    0.000    0.000 offsets.py:2018(QuarterBegin)
        7    0.000    0.000    0.000    0.000 offsets.py:202(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsets.py:2053(YearOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:2077(BYearEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:2113(BYearBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:2145(YearEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:2208(YearBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:2258(FY5253)
        1    0.000    0.000    0.000    0.000 offsets.py:2482(FY5253Quarter)
        1    0.000    0.000    0.000    0.000 offsets.py:2640(Easter)
        6    0.000    0.000    0.000    0.000 offsets.py:2685(_tick_comp)
        1    0.000    0.000    0.000    0.000 offsets.py:2692(Tick)
        1    0.000    0.000    0.000    0.000 offsets.py:2807(Day)
        1    0.000    0.000    0.000    0.000 offsets.py:2812(Hour)
        1    0.000    0.000    0.000    0.000 offsets.py:2817(Minute)
        1    0.000    0.000    0.000    0.000 offsets.py:2822(Second)
        1    0.000    0.000    0.000    0.000 offsets.py:2827(Milli)
        1    0.000    0.000    0.000    0.000 offsets.py:2832(Micro)
        1    0.000    0.000    0.000    0.000 offsets.py:2837(Nano)
       31    0.000    0.000    0.000    0.000 offsets.py:2937(<genexpr>)
       27    0.000    0.000    0.000    0.000 offsets.py:51(apply_wraps)
        1    0.000    0.000    0.000    0.000 offsets.py:514(SingleConstructorOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:524(BusinessMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:582(BusinessDay)
        1    0.000    0.000    0.000    0.000 offsets.py:589(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:702(BusinessHourMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:924(BusinessHour)
        1    0.000    0.000    0.000    0.000 offsets.py:947(CustomBusinessDay)
        1    0.000    0.000    0.000    0.000 offsets.py:973(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:990(get_calendar)
      114    0.000    0.000    0.000    0.000 opcode.py:41(def_op)
       11    0.000    0.000    0.000    0.000 opcode.py:45(name_op)
        7    0.000    0.000    0.000    0.000 opcode.py:49(jrel_op)
        1    0.000    0.000    0.002    0.002 opcode.py:5(<module>)
        6    0.000    0.000    0.000    0.000 opcode.py:53(jabs_op)
        1    0.000    0.000    0.000    0.000 openpyxl_compat.py:5(<module>)
       40    0.000    0.000    0.002    0.000 ops.py:1033(_flex_method_SERIES)
       68    0.001    0.000    0.004    0.000 ops.py:1171(_arith_method_FRAME)
       12    0.000    0.000    0.000    0.000 ops.py:1249(_flex_comp_method_FRAME)
       12    0.000    0.000    0.000    0.000 ops.py:1293(_comp_method_FRAME)
       20    0.000    0.000    0.000    0.000 ops.py:1320(_arith_method_PANEL)
       18    0.000    0.000    0.000    0.000 ops.py:1352(_comp_method_PANEL)
      337    0.000    0.000    0.000    0.000 ops.py:145(<genexpr>)
       13    0.000    0.000    0.001    0.000 ops.py:149(add_methods)
        1    0.000    0.000    0.000    0.000 ops.py:156(Constant)
        7    0.000    0.000    0.004    0.001 ops.py:170(add_special_arithmetic_methods)
        1    0.000    0.000    0.000    0.000 ops.py:178(Op)
        1    0.000    0.000    0.003    0.003 ops.py:2(<module>)
       35    0.000    0.000    0.000    0.000 ops.py:209(_wrap_inplace_method)
        6    0.000    0.000    0.007    0.001 ops.py:239(add_flex_arithmetic_methods)
        1    0.000    0.000    0.000    0.000 ops.py:281(_Op)
        1    0.000    0.000    0.000    0.000 ops.py:315(BinOp)
        1    0.000    0.000    0.000    0.000 ops.py:32(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 ops.py:337(_TimeOp)
        1    0.000    0.000    0.000    0.000 ops.py:44(Term)
        1    0.000    0.000    0.000    0.000 ops.py:445(Div)
       13    0.001    0.000    0.011    0.001 ops.py:45(_create_methods)
        1    0.000    0.000    0.000    0.000 ops.py:478(UnaryOp)
        1    0.000    0.000    0.003    0.003 ops.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:523(MathCall)
        1    0.000    0.000    0.000    0.000 ops.py:539(FuncNode)
      151    0.000    0.000    0.000    0.000 ops.py:55(<lambda>)
      132    0.000    0.000    0.000    0.000 ops.py:57(<lambda>)
      370    0.000    0.000    0.000    0.000 ops.py:60(names)
       30    0.000    0.000    0.000    0.000 ops.py:648(_arith_method_SERIES)
      252    0.000    0.000    0.000    0.000 ops.py:66(<lambda>)
       12    0.000    0.000    0.000    0.000 ops.py:749(_comp_method_SERIES)
       12    0.000    0.000    0.000    0.000 ops.py:875(_bool_method_SERIES)
        1    0.000    0.000    0.000    0.000 os.py:216(makedirs)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
     1500    0.235    0.000    0.596    0.000 os.py:663(get_exec_path)
     3014    0.057    0.000    0.130    0.000 os.py:720(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:728(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:734(__delitem__)
     3020    0.039    0.000    0.050    0.000 os.py:796(encode)
     1504    0.003    0.000    0.024    0.000 os.py:800(decode)
    54000    0.104    0.000    0.167    0.000 os.py:851(fsencode)
        1    0.000    0.000    0.029    0.029 packers.py:39(<module>)
        1    0.000    0.000    0.000    0.000 packers.py:712(Packer)
        1    0.000    0.000    0.000    0.000 packers.py:728(Unpacker)
        1    0.000    0.000    0.000    0.000 packers.py:746(Iterator)
        1    0.000    0.000    0.002    0.002 panel.py:108(Panel)
        2    0.000    0.000    0.003    0.001 panel.py:1484(_add_aggregate_operations)
       28    0.000    0.000    0.002    0.000 panel.py:1502(_panel_arith_method)
        1    0.000    0.000    0.000    0.000 panel.py:1574(WidePanel)
        1    0.000    0.000    0.000    0.000 panel.py:1584(LongPanel)
        1    0.000    0.000    0.004    0.004 panel.py:3(<module>)
        1    0.000    0.000    0.004    0.004 panel4d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 panelnd.py:1(<module>)
        1    0.000    0.000    0.003    0.003 panelnd.py:8(create_nd_panel_factory)
        4    0.000    0.000    0.000    0.000 parse.py:100(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:117(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:125(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:133(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:165(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:195(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:237(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:245(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:250(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:256(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:264(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:269(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:275(_fix_result_transcoding)
        1    0.000    0.000    0.003    0.003 parse.py:28(<module>)
        2    0.000    0.000    0.000    0.000 parse.py:288(urlparse)
        2    0.000    0.000    0.000    0.000 parse.py:321(urlsplit)
        1    0.000    0.000    0.000    0.000 parse.py:648(Quoter)
        4    0.000    0.000    0.000    0.000 parse.py:89(_noop)
        1    0.000    0.000    0.006    0.006 parser.py:1(<module>)
     3000    0.006    0.000    9.201    0.003 parser.py:104(feed)
     1500    0.001    0.000    0.003    0.000 parser.py:113(close)
        1    0.000    0.000    0.000    0.000 parser.py:1185(_tzparser)
        1    0.000    0.000    0.000    0.000 parser.py:1187(_result)
        1    0.000    0.000    0.000    0.000 parser.py:1192(_attr)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
   102084    0.079    0.000    0.079    0.000 parser.py:127(clear_cdata_mode)
     4500    1.001    0.000    9.196    0.002 parser.py:134(goahead)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 parser.py:210(_resultbase)
        1    0.000    0.000    0.000    0.000 parser.py:232(parserinfo)
        1    0.000    0.000    0.000    0.000 parser.py:283(__init__)
        1    0.000    0.000    0.010    0.010 parser.py:29(<module>)
        7    0.000    0.000    0.000    0.000 parser.py:298(_convert)
   100612    0.825    0.000    2.578    0.000 parser.py:301(parse_starttag)
   100612    0.174    0.000    0.436    0.000 parser.py:352(check_for_whole_start_tag)
        1    0.000    0.000    0.000    0.000 parser.py:374(_ymd)
   102084    0.493    0.000    1.523    0.000 parser.py:386(parse_endtag)
       28    0.000    0.000    0.000    0.000 parser.py:426(handle_startendtag)
        1    0.000    0.000    0.000    0.000 parser.py:48(_timelex)
        1    0.000    0.000    0.000    0.000 parser.py:485(parser)
        1    0.000    0.000    0.000    0.000 parser.py:486(__init__)
        1    0.000    0.000    0.040    0.040 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:617(_result)
        1    0.000    0.000    0.000    0.000 parser.py:63(HTMLParser)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
     1500    0.005    0.000    0.011    0.000 parser.py:87(__init__)
     1500    0.005    0.000    0.006    0.000 parser.py:96(reset)
        1    0.000    0.000    0.018    0.018 parsers.py:1000(read)
        1    0.000    0.000    0.000    0.000 parsers.py:1031(_create_index)
        3    0.000    0.000    0.000    0.000 parsers.py:1045(_is_index_col)
        1    0.000    0.000    0.000    0.000 parsers.py:1094(_validate_usecols_arg)
        1    0.000    0.000    0.000    0.000 parsers.py:1134(_validate_parse_dates_arg)
        1    0.000    0.000    0.000    0.000 parsers.py:1155(ParserBase)
        1    0.000    0.000    0.000    0.000 parsers.py:1157(__init__)
        1    0.000    0.000    0.000    0.000 parsers.py:1222(_has_complex_date_col)
        1    0.000    0.000    0.000    0.000 parsers.py:1302(_maybe_dedup_names)
        2    0.000    0.000    0.000    0.000 parsers.py:1322(_maybe_make_multi_index_columns)
        2    0.000    0.000    0.000    0.000 parsers.py:1326(<listcomp>)
        1    0.000    0.000    0.000    0.000 parsers.py:1330(_make_index)
        1    0.000    0.000    0.000    0.000 parsers.py:1573(_do_date_conversions)
        1    0.000    0.000    0.000    0.000 parsers.py:1584(CParserWrapper)
        1    0.002    0.002    0.002    0.002 parsers.py:1589(__init__)
        1    0.000    0.000    0.000    0.000 parsers.py:1680(close)
        1    0.000    0.000    0.000    0.000 parsers.py:1690(_set_noconvert_columns)
        1    0.000    0.000    0.006    0.006 parsers.py:1746(read)
        1    0.000    0.000    0.000    0.000 parsers.py:1821(<listcomp>)
       14    0.000    0.000    0.000    0.000 parsers.py:1823(<genexpr>)
        1    0.000    0.000    0.000    0.000 parsers.py:1919(PythonParser)
        1    0.000    0.000    0.000    0.000 parsers.py:2911(_make_date_converter)
        1    0.000    0.000    0.000    0.000 parsers.py:2949(_process_date_conversion)
        1    0.000    0.000    0.007    0.007 parsers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 parsers.py:3032(_clean_na_values)
        1    0.000    0.000    0.000    0.000 parsers.py:3208(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 parsers.py:3306(FixedWidthFieldParser)
        2    0.000    0.000    0.000    0.000 parsers.py:352(_validate_integer)
        1    0.000    0.000    0.023    0.023 parsers.py:382(_read)
        2    0.000    0.000    0.000    0.000 parsers.py:499(_make_parser_function)
        1    0.000    0.000    0.023    0.023 parsers.py:503(parser_f)
        1    0.000    0.000    0.000    0.000 parsers.py:690(TextFileReader)
        1    0.000    0.000    0.003    0.003 parsers.py:697(__init__)
        1    0.000    0.000    0.000    0.000 parsers.py:766(close)
        1    0.000    0.000    0.000    0.000 parsers.py:769(_get_options_with_defaults)
        1    0.000    0.000    0.000    0.000 parsers.py:806(_check_file_or_buffer)
        1    0.000    0.000    0.000    0.000 parsers.py:823(_clean_options)
        1    0.000    0.000    0.002    0.002 parsers.py:983(_make_engine)
        1    0.000    0.000    0.000    0.000 path.py:1032(_define_deprecated_functions)
        1    0.000    0.000    0.000    0.000 path.py:13(<module>)
        1    0.000    0.000    0.000    0.000 path.py:31(Path)
        1    0.000    0.000    0.003    0.003 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:107(_WindowsFlavour)
       27    0.000    0.000    0.000    0.000 pathlib.py:119(<genexpr>)
       27    0.000    0.000    0.000    0.000 pathlib.py:120(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:126(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:127(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1416(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1419(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:259(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:361(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:366(_NormalAccessor)
       10    0.000    0.000    0.000    0.000 pathlib.py:368(_wrap_strfunc)
        2    0.000    0.000    0.000    0.000 pathlib.py:374(_wrap_binary_strfunc)
        1    0.000    0.000    0.000    0.000 pathlib.py:44(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:468(_Selector)
        2    0.000    0.000    0.000    0.000 pathlib.py:48(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:489(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:495(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:513(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:535(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:574(_PathParents)
        1    0.000    0.000    0.000    0.000 pathlib.py:602(PurePath)
        1    0.000    0.000    0.000    0.000 pathlib.py:947(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:952(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:960(Path)
        1    0.000    0.000    0.000    0.000 period.py:125(PeriodIndex)
        1    0.000    0.000    0.003    0.003 period.py:2(<module>)
       12    0.000    0.000    0.000    0.000 period.py:53(_field_accessor)
        6    0.000    0.000    0.000    0.000 period.py:77(_period_index_cmp)
        1    0.000    0.000    0.001    0.001 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:180(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:183(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:219(_Unframer)
        1    0.000    0.000    0.005    0.005 pickle.py:24(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:344(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:63(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:67(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:74(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:87(_Stop)
        1    0.000    0.000    0.000    0.000 pickle.py:975(_Unpickler)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:111(Unpickler)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pivot.py:4(<module>)
        1    0.000    0.000    0.006    0.006 platform.py:10(<module>)
        1    0.000    0.000    0.000    0.000 plotting.py:1(<module>)
       10    0.000    0.000    0.000    0.000 plotting.py:11(outer)
        1    0.000    0.000    0.000    0.000 plotting.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1601(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:22(RankWarning)
        1    0.000    0.000    0.008    0.008 polynomial.py:4(<module>)
        1    0.000    0.000    0.002    0.002 polynomial.py:56(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:939(poly1d)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
     1523    0.019    0.000    0.033    0.000 posixpath.py:145(dirname)
        4    0.000    0.000    0.000    0.000 posixpath.py:221(expanduser)
        6    0.000    0.000    0.000    0.000 posixpath.py:318(normpath)
        2    0.000    0.000    0.000    0.000 posixpath.py:355(abspath)
    54036    0.040    0.000    0.052    0.000 posixpath.py:39(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:50(normcase)
        2    0.000    0.000    0.000    0.000 posixpath.py:61(isabs)
    52508    0.141    0.000    0.228    0.000 posixpath.py:71(join)
