         9281111 function calls (9273891 primitive calls) in 488.001 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 ufunclike.py:14(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 units.py:117(Registry)
        1    0.000    0.000    0.000    0.000 units.py:121(__init__)
        1    0.000    0.000    0.000    0.000 units.py:44(<module>)
        1    0.000    0.000    0.000    0.000 units.py:54(AxisInfo)
        1    0.000    0.000    0.000    0.000 units.py:75(ConversionInterface)
        2    0.000    0.000    0.001    0.000 util.py:1(<module>)
        3    0.000    0.000    0.000    0.000 util.py:68(_compose2)
        2    0.000    0.000    0.000    0.000 util.py:73(compose)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:1589(WarningMessage)
        1    0.000    0.000    0.000    0.000 utils.py:1622(WarningManager)
        1    0.000    0.000    0.000    0.000 utils.py:1849(IgnoreException)
        1    0.000    0.000    0.000    0.000 utils.py:1890(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 utils.py:1955(suppress_warnings)
        1    0.000    0.000    0.003    0.003 utils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:41(KnownFailureException)
        1    0.000    0.000    0.027    0.027 utils.py:5(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
        3    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        3    0.000    0.000    0.000    0.000 utils.py:74(__call__)
        1    0.000    0.000    0.000    0.000 utils.py:997(SafeEval)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
        1    0.000    0.000    0.001    0.001 version.py:27(<module>)
       29    0.000    0.000    0.000    0.000 version.py:302(__init__)
       29    0.000    0.000    0.000    0.000 version.py:307(parse)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
       29    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
       18    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
       14    0.000    0.000    0.000    0.000 version.py:51(__lt__)
        1    0.000    0.000    0.000    0.000 version.py:57(__le__)
        3    0.000    0.000    0.000    0.000 version.py:69(__ge__)
        1    0.000    0.000    0.001    0.001 version.py:93(StrictVersion)
     1502    0.035    0.000    0.035    0.000 warnings.py:350(__init__)
     1502    0.089    0.000    0.090    0.000 warnings.py:371(__enter__)
        4    0.000    0.000    0.001    0.000 warnings.py:38(filterwarnings)
     1502    0.014    0.000    0.015    0.000 warnings.py:388(__exit__)
     1501    0.022    0.000    0.052    0.000 warnings.py:62(simplefilter)
     1505    0.019    0.000    0.029    0.000 warnings.py:78(_add_filter)
        3    0.000    0.000    0.000    0.000 weakref.py:101(__init__)
        3    0.000    0.000    0.000    0.000 weakref.py:261(update)
        1    0.000    0.000    0.000    0.000 weakref.py:325(__init__)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
        1    0.000    0.000    0.001    0.001 window.py:1057(Rolling)
        1    0.000    0.000    0.000    0.000 window.py:1290(RollingGroupby)
        1    0.000    0.000    0.001    0.001 window.py:1321(Expanding)
        1    0.000    0.000    0.000    0.000 window.py:1532(ExpandingGroupby)
        1    0.000    0.000    0.001    0.001 window.py:1570(EWM)
        1    0.000    0.000    0.000    0.000 window.py:357(Window)
        1    0.000    0.000    0.000    0.000 window.py:60(_Window)
        1    0.000    0.000    0.000    0.000 window.py:684(_GroupByMixin)
        1    0.000    0.000    0.006    0.006 window.py:7(<module>)
        1    0.000    0.000    0.000    0.000 window.py:719(_Rolling)
        1    0.000    0.000    0.000    0.000 window.py:811(_Rolling_and_Expanding)
      833    0.002    0.000    0.002    0.000 {built-in method __new__ of type object at 0x10097f980}
    15376    0.041    0.000    0.041    0.000 {built-in method _codecs.utf_8_decode}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       50    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
       15    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      354    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
     1802    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
    50/47    0.425    0.009    0.447    0.010 {built-in method _imp.create_dynamic}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       50    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
      116    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      522    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     2820    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
    13766    0.026    0.000    0.026    0.000 {built-in method _locale.nl_langinfo}
        2    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
       13    0.000    0.000    0.000    0.000 {built-in method _operator.inv}
     1500    3.424    0.002    3.424    0.002 {built-in method _posixsubprocess.fork_exec}
        1    0.000    0.000    0.000    0.000 {built-in method _sqlite3.connect}
        3    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_adapter}
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_converter}
      142    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      363    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        4    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
      112    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
     2771    0.009    0.000    0.009    0.000 {built-in method _thread.allocate_lock}
     2294    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
     4509    0.002    0.000    0.002    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
1182/1170    0.035    0.000    0.105    0.000 {built-in method builtins.__build_class__}
   432/61    0.001    0.000    0.550    0.009 {built-in method builtins.__import__}
      592    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      153    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      454    0.001    0.000    0.001    0.000 {built-in method builtins.any}
      105    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      999    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       15    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
    423/1    0.020    0.000  488.001  488.001 {built-in method builtins.exec}
14384/14371    0.086    0.000    0.086    0.000 {built-in method builtins.getattr}
      402    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
    15381    0.018    0.000    0.018    0.000 {built-in method builtins.hasattr}
       78    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
      492    0.000    0.000    0.000    0.000 {built-in method builtins.id}
183599/183597    0.067    0.000    0.069    0.000 {built-in method builtins.isinstance}
2765/2698    0.000    0.000    0.002    0.000 {built-in method builtins.issubclass}
       82    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
375798/375309    0.047    0.000    0.048    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      245    0.000    0.000    0.000    0.000 {built-in method builtins.max}
     4711    0.009    0.000    0.009    0.000 {built-in method builtins.min}
       22    0.000    0.000    0.007    0.000 {built-in method builtins.next}
     1743    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
     6007    0.151    0.000    0.151    0.000 {built-in method builtins.print}
      116    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     2160    0.002    0.000    0.002    0.000 {built-in method builtins.setattr}
     1504    0.011    0.000    0.011    0.000 {built-in method builtins.sorted}
     3557    0.014    0.000    0.014    0.000 {built-in method builtins.sum}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      730    0.001    0.000    0.001    0.000 {built-in method from_bytes}
    15268    0.823    0.000    0.901    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      354    0.092    0.000    0.092    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 {built-in method math.log10}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
      270    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.add_docstring}
        3    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.arange}
1962/1949    0.003    0.000    0.003    0.000 {built-in method numpy.core.multiarray.array}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.can_cast}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.datetime_data}
       38    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.empty}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.zeros}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.geterrobj}
        9    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.seterrobj}
       15    0.000    0.000    0.000    0.000 {built-in method pandas._libs.algos.ensure_object}
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.array_equivalent_object}
       13    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.infer_datetimelike_array}
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_bool}
       26    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_float}
       54    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_integer}
       98    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.isscalar}
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.list_to_object_array}
     1500    0.001    0.000    0.001    0.000 {built-in method posix.WEXITSTATUS}
     1500    0.002    0.000    0.002    0.000 {built-in method posix.WIFEXITED}
     1500    0.003    0.000    0.003    0.000 {built-in method posix.WIFSIGNALED}
        1    0.000    0.000    0.000    0.000 {built-in method posix.access}
     4500    0.108    0.000    0.108    0.000 {built-in method posix.close}
      222    0.007    0.000    0.007    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
       52    0.019    0.000    0.019    0.000 {built-in method posix.listdir}
        1    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.002    0.002    0.002    0.002 {built-in method posix.open}
     3000    0.055    0.000    0.055    0.000 {built-in method posix.pipe}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
     1500   12.850    0.009   12.850    0.009 {built-in method posix.read}
     1873    0.071    0.000    0.071    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 {built-in method posix.unlink}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        2    0.001    0.000    0.001    0.000 {built-in method posix.urandom}
     1500    0.023    0.000    0.023    0.000 {built-in method posix.waitpid}
       69    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdefaultencoding}
        2    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
     3003    0.010    0.000    0.010    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x1049c3048}
      258    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      429    0.000    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
       56    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       16    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
